url,region,price,year,manufacturer,model,condition,fuel,odometer,transmission,drive,type,description,state,lat,long,posting_date,vehicle_age,vehicle_label,market_median_price,deal_score
https://spokane.craigslist.org/cto/d/spokane-2012-audi-s4/7313963923.html,spokane / coeur d'alene,17500,2012.0,audi,s4,,gas,90000.0,automatic,,,2012 Audi S4  Clean title  Supercharged V6 AWD Beautiful condition - all services up to date Alcantara and leather sport bucket seats. Prestige plus package Bang and Olufson premium sound system  Blind spot warning system Titanium package  Every option available on this car 90k miles,id,47.6964,-117.4399,2021-04-28T11:49:01-0700,13.0,2012 Audi S4,17747.5,247.5
https://wyoming.craigslist.org/ctd/d/atlanta-2018-hyundai-sonata-se-sedan-4d/7309686250.html,wyoming,17990,2018.0,hyundai,sonata se sedan 4d,good,gas,25065.0,other,fwd,sedan,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, w",wy,33.779214,-84.411811,2021-04-20T02:50:54-0600,7.0,2018 Hyundai Sonata Se Sedan 4D,17990.0,0.0
https://phoenix.craigslist.org/wvl/ctd/d/luke-air-force-base-2014-subaru-xv/7315928598.html,phoenix,16990,2014.0,subaru,xv crosstrek premium,good,gas,69722.0,other,,hatchback,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, w",az,33.51,-112.36,2021-05-02T14:01:16-0700,11.0,2014 Subaru Xv Crosstrek Premium,16990.0,0.0
https://providence.craigslist.org/cto/d/johnston-02-siverado-2500w-plow/7308895602.html,rhode island,5000,2002.0,chevrolet,silverado 2500hd,good,gas,194732.0,automatic,4wd,pickup,Private owned for last 6 years used for plowing driveways-6.0 engine- runs great- plow works- emergency lights------perfect for private use-will sell with or without plow setup- needs some tlc- no leaks- new pads rotors etc-dependable-,ri,41.8274,-71.52,2021-04-18T15:42:24-0400,23.0,2002 Chevrolet Silverado 2500Hd,10950.0,5950.0
https://tampa.craigslist.org/hdo/ctd/d/spring-hill-2016-caddy-cadillac-cts-20/7313805549.html,tampa bay area,22990,2016.0,cadillac,cts 2.0 luxury,good,gas,59085.0,other,,sedan,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, w",fl,28.44,-82.56,2021-04-28T10:31:06-0400,9.0,2016 Cadillac Cts 2.0 Luxury,23990.0,1000.0
https://goldcountry.craigslist.org/cto/d/altaville-2012-ford-fusion-sel/7314673934.html,gold country,7799,2012.0,ford,fusion sel,excellent,gas,79450.0,automatic,fwd,sedan,2012 ford fusion sel. very clean and runs great. newer tires. smog cert. non smoking.,ca,38.076,-120.552,2021-04-29T20:53:16-0700,13.0,2012 Ford Fusion Sel,6995.0,-804.0
https://bakersfield.craigslist.org/ctd/d/tempe-2018-chevrolet-chevy-silverado/7313651010.html,bakersfield,65995,2018.0,chevrolet,silverado 2500 ltz lifted crew 4wd,,other,69524.0,automatic,4wd,pickup,"2018 Chevrolet Silverado 2500 LTZ LIFTED CREW 4WD Truck2018 CHEVROLET CHEVY SILVERADO SPORT 2500HD LTZ ~UNIQUE TRUCKSExterior Color: BlackInterior Color: Cocoa/DuneVIN: 1GC1KWEYXJF241983Mileage: Only 69,524!Engine: Duramax 6.6L Biodiesel Turbo V8 445hp 910ft. lbs.Fuel: BiodieselTransmission: Automat",ca,33.3917,-111.9249,2021-04-27T18:19:24-0700,7.0,2018 Chevrolet Silverado 2500 Ltz Lifted Crew 4Wd,65995.0,0.0
https://sanantonio.craigslist.org/ctd/d/san-antonio-2015-ford/7316358305.html,san antonio,15995,2015.0,ford,edge limited,,gas,118500.0,automatic,,,"2015 FORD EDGE  $15995.00 PLUS TAX, TITLE, AND LIC. THIS IS A CASH PRICE AND WE ALSO HAVE ALL TYPES OF FINANCING GOOD CREDIT RATES AS LOW AS 2.99% ALSO BUY HERE PAY HERE AND INHOUSE FOR MORE INFO. PLEASE CALL ASK FOR   JESSICA 210-753-2453 CARLOS 210-815-7284    BROTHERS AUTO SALES 210-532-3619 4006",tx,29.359187,-98.56836,2021-05-03T14:04:52-0500,10.0,2015 Ford Edge Limited,15995.0,0.0
https://duluth.craigslist.org/ctd/d/duluth-2017-chevrolet-silverado-wd/7305720942.html,duluth / superior,26999,2017.0,chevrolet,silverado 1500,excellent,gas,40000.0,automatic,4wd,,"2017 Chevrolet Silverado 1500 4WD Double Cab 143.5  Custom    Ready To Upgrade Your Ride Today? We Make It Fast & Easy!Call (or text) ☏ (218) 310−2277  New Duluth Auto  1415 Commonwealth ave, Duluth, MN 55808Copy & Paste the URL belowto view more information!http://newduluthauto.net   			Year : 2017",mn,46.672381,-92.22676,2021-04-12T12:30:17-0500,8.0,2017 Chevrolet Silverado 1500,33996.0,6997.0
https://bakersfield.craigslist.org/ctd/d/bakersfield-2020-mini-hardtop-door/7303170751.html,bakersfield,22990,2020.0,mini,hardtop 2 door cooper,good,gas,13214.0,other,fwd,hatchback,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, w",ca,35.38,-119.02,2021-04-07T09:31:11-0700,5.0,2020 Mini Hardtop 2 Door Cooper,21990.0,-1000.0
https://omaha.craigslist.org/ctd/d/council-bluffs-2008-bmw-series-750i/7309170719.html,omaha / council bluffs,10995,2008.0,bmw,7 series,,gas,99046.0,automatic,rwd,sedan,"2008 *BMW* *7 Series* 750i Sedan - $10,995CALL or TEXT +1 712-387-7789BMW_ 7 Series_ For Sale by The Internet Car Lot Council Bluffs  Vehicle Description For This *BMW* *7 Series*2008 BMW 750i 4.8L V8 Leather Heated Seats Cooled Seats Sunroof Power SeatsCheck out this very nice 2008 BMW 750i!  This ",ia,41.229172,-95.852118,2021-04-19T08:10:56-0500,17.0,2008 Bmw 7 Series,10995.0,0.0
https://ventura.craigslist.org/ctd/d/atlanta-2016-nissan-frontier-crew-cab/7316143226.html,ventura county,25590,2016.0,nissan,frontier crew cab sv,good,gas,38282.0,other,fwd,pickup,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, w",ca,33.779214,-84.411811,2021-05-03T06:14:46-0700,9.0,2016 Nissan Frontier Crew Cab Sv,25590.0,0.0
https://spokane.craigslist.org/ctd/d/post-falls-2008-ford-super-duty-f350/7315052320.html,spokane / coeur d'alene,19987,2008.0,ford,super duty f-350 srw xl,good,diesel,198794.0,other,,pickup,"Stock# CH641 208-269-4915 - Call now for your best deal!For all details on this vehicle, visit:https://soldcars-vdp.zmotauto.com/7107659-41411Vehicle OverviewTrim: XL pickup Mileage: 198k miles Exterior Color: Oxford White Interior Color:  Engine: 6.4L Drive:  Transmission:  VIN:  1FTWW31R48EB60629S",id,47.713556,-116.91795,2021-04-30T15:01:07-0700,17.0,2008 Ford Super Duty F-350 Srw Xl,19987.0,0.0
https://roanoke.craigslist.org/ctd/d/roanoke-2017-nissan-frontier-king-cab/7314631796.html,roanoke,23590,2017.0,nissan,frontier king cab sv,good,gas,37091.0,other,fwd,pickup,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, w",va,37.27,-79.95,2021-04-29T21:11:24-0400,8.0,2017 Nissan Frontier King Cab Sv,23590.0,0.0
https://decatur.craigslist.org/ctd/d/decatur-2018-audi-s5-premium-plus-sedan/7306115311.html,decatur,41590,2018.0,audi,s5 premium plus sedan 4d,good,gas,34184.0,automatic,,sedan,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, w",il,39.85,-88.93,2021-04-13T09:01:31-0500,7.0,2018 Audi S5 Premium Plus Sedan 4D,39990.0,-1600.0
https://merced.craigslist.org/cto/d/merced-2000-honda-civic/7316469343.html,merced,3000,2000.0,honda,civic,,gas,192000.0,automatic,,,"Hi, i am selling my 2000 Honda Civic because i no longer need it or have the use for it. The car has no issues or leaks, everything works such as the AC/Heater and has a Bluetooth stereo system. It is a clean title, im asking 3000 obo cash in hand. Let me know if you have any questions or would like",ca,37.3017,-120.486,2021-05-03T15:20:58-0700,25.0,2000 Honda Civic,2995.0,-5.0
https://worcester.craigslist.org/ctd/d/worcester-2008-ford-edge-4dr-limited-awd/7309152773.html,worcester / central ma,6995,2008.0,ford,edge,,gas,165072.0,automatic,,,"2008 *** Ford Edge 4dr Limited AWD Sedan *** Easy Financing Available! Call or Text Today! Call: 508-304-5836 Text: 508-304-5836 Mass Auto Outlet, Inc. 556 Massasoit Rd, Worcester, MA 01604 Or use the link below to view more information! http://WWW.MASSAUTOOUTLET.COM   Year : 2008 Make : Ford Model ",ma,42.2541,-71.7746,2021-04-19T08:20:33-0400,17.0,2008 Ford Edge,6995.0,0.0
https://albany.craigslist.org/cto/d/amsterdam-buick-verano/7315499089.html,albany,14500,2013.0,buick,verano,excellent,gas,16853.0,automatic,fwd,sedan,"Buick 2013 with only 16, 853 MI excellent condition no longer needed quick sale $14,500 call  show contact info  located in hagaman",ny,42.9695,-74.1556,2021-05-01T16:51:33-0400,12.0,2013 Buick Verano,8997.0,-5503.0
https://nmi.craigslist.org/ctd/d/grand-blanc-2002-chevrolet-tahoe-lt-z71/7316850761.html,northern michigan,2900,2002.0,chevrolet,tahoe lt,,gas,283000.0,automatic,4wd,,"2002 Chevrolet Tahoe LT Z71 4x4 NEVER been in a accident with 283k on the 5.3l V8. This Chevy comes equipped with Leather interior, Power windows, Power locks, Power mirrors, Power seats, CD, Sun roof, and More. This Tahoe runs and drives great! Asking $2,900. If interested please contact Brett anyt",mi,42.9282,-83.6264,2021-05-04T14:26:59-0400,23.0,2002 Chevrolet Tahoe Lt,2900.0,0.0
https://spokane.craigslist.org/cto/d/spokane-2004-subaru-forester/7317025874.html,spokane / coeur d'alene,2000,2004.0,subaru,forester xt,fair,gas,235000.0,automatic,4wd,wagon,"2004 Subaru Forester XT, 235,000 miles. New motor was put in at 1000K. This car isn’t a looker, it’s got some dings and small scratches on it. Runs and drives, nothing fancy. New wires and spark plugs and front brakes last November. It’s been a great car, but I’m moving out of state and need to sell",wa,47.6501,-117.4298,2021-05-04T16:59:12-0700,21.0,2004 Subaru Forester Xt,7497.5,5497.5
https://battlecreek.craigslist.org/ctd/d/mattawan-chevrolet-malibu-ls-2002/7313232785.html,battle creek,5550,2002.0,chevrolet,malibu ls,excellent,gas,84000.0,automatic,fwd,sedan,"****************Great First Car************ 26 MPG**************  3.1L V6, LS Package, Power Windows, Door Locks, Mirrors & Driver Seat, Tilt, Cruise, CD Stereo, A.C., Aluminum Wheels, Keyless Remote, YEP JUST DROVE IT TO CHURCH ON SUNDAY**** 84000 MILES MUST SEE THIS ONE  Full Tank of Gas Included ",mi,42.234775,-85.786629,2021-04-27T07:03:13-0400,23.0,2002 Chevrolet Malibu Ls,5550.0,0.0
https://vermont.craigslist.org/ctd/d/franklin-2014-ford-fusion-hybrid-se-55k/7309233389.html,vermont,10995,2014.0,ford,fusion se hybrid,excellent,hybrid,55000.0,automatic,fwd,sedan,"2014 Ford Fusion Hybrid SE, Only 55k Easy Miles, Automatic, White With Tan Leather Interior, Navigation, Back-Up Camera, Park Assist Bumper Sensors, 17"" Alloy Wheels, Keyless Entry Remote With Power Locks, Blue Tooth Hands Free Technology, CD, Auxiliary And USB Inputs, Heated Memory Seats, Power Win",vt,43.4426,-71.6491,2021-04-19T10:57:03-0400,11.0,2014 Ford Fusion Se Hybrid,10997.0,2.0
https://minneapolis.craigslist.org/hnp/ctd/d/burnsville-2018-jeep-cherokee-limited/7315719671.html,minneapolis / st paul,21979,2018.0,jeep,cherokee,,gas,34743.0,automatic,4wd,suv,"Park Chrysler Jeep address:    1408 West Hwy 13 Burnsville MN, 55337phone:      ☎ (952) 260-5534 ext 40text:       Text 40 to (952) 260-5534 for more details  link:       https://18088.dealerresources.net/p/44767928/2/22310172/40  contact:    Ask for Dave   2018 JEEP CHEROKEE LIMITED Vehicle InfoSto",mn,44.774241,-93.298819,2021-05-02T08:53:51-0500,7.0,2018 Jeep Cherokee,21984.0,5.0
https://eauclaire.craigslist.org/ctd/d/eau-claire-2012-vw-volkswagen-jetta-20l/7307194151.html,eau claire,13590,2012.0,volkswagen,jetta 2.0l tdi sedan,good,diesel,92242.0,automatic,fwd,sedan,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, w",wi,44.82,-91.49,2021-04-15T10:21:14-0500,13.0,2012 Volkswagen Jetta 2.0L Tdi Sedan,13590.0,0.0
https://knoxville.craigslist.org/ctd/d/knoxville-2018-ram-1500-quad-cab/7315889078.html,knoxville,32990,2018.0,ram,1500 quad cab harvest pickup,good,gas,29979.0,other,4wd,pickup,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, w",tn,35.97,-83.94,2021-05-02T15:41:28-0400,7.0,2018 Ram 1500 Quad Cab Harvest Pickup,32990.0,0.0
https://wichita.craigslist.org/ctd/d/kechi-2002-nissan-maxima-gle-affordable/7314697867.html,wichita,3995,2002.0,nissan,maxima gle,good,gas,175000.0,automatic,fwd,sedan,"Sporty Luxury Sedan! Nicely Equipped! Alloy wheels Powerful, gas saving 3.5L V6- engine Awesome fuel economy Automatic transmission plush gray leather upholstery  climate control Power windows Power locks power mirror cruise control alloy wheels Rich premium sound system with CD and More! IDEAL LUXU",ks,37.796973,-97.265302,2021-04-30T01:56:44-0500,23.0,2002 Nissan Maxima Gle,3900.0,-95.0
https://bend.craigslist.org/ctd/d/gladstone-2016-toyota-4runner-trd-pro/7314301155.html,bend,47990,2016.0,toyota,4-runner,,gas,49994.0,automatic,4wd,suv,"2016 Toyota 4Runner TRD Pro 4x4 / Leather / LIFTED w/ NEW BF GOODRICH 4x4 TRD Pro 4dr SUV     Offered by: M&M Investment Cars-Gladstone — (503) 966-2046  — $47,990      3 MONTH / 3000 MILES WARRANTY...  2016 Toyota 4Runner TRD PRO  Sport Utility 4X4 , 4.0  Liter 6Cyl w/ Automatic transmission       ",or,45.382346,-122.605132,2021-04-29T07:39:37-0700,9.0,2016 Toyota 4-Runner,32950.0,-15040.0
https://bham.craigslist.org/cto/d/birmingham-2020-chevy-colorado-crew-cab/7305377226.html,birmingham,38000,2020.0,chevrolet,colorado crew cab lt,like new,diesel,8932.0,automatic,rwd,pickup,"2020 Chevrolet Colorado LT Crew Cab 6' Box with 2.8L Duramax Diesel. Like new condition, with less than 9,000 miles at time of listing. Miles will increase until sold. Great EPA MPG rating, 20 City/30 Highway. 7,700 pound towing capacity. Options include: - Trailering Package (has 3.42 ratio) - Rear",al,33.5062,-86.8003,2021-04-11T17:18:41-0500,5.0,2020 Chevrolet Colorado Crew Cab Lt,33990.0,-4010.0
https://sacramento.craigslist.org/ctd/d/sacramento-2010-lincoln-town-car/7315415967.html,sacramento,16590,2010.0,lincoln,town car signature,good,other,45964.0,other,rwd,sedan,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, w",ca,38.58,-121.49,2021-05-01T11:21:22-0700,15.0,2010 Lincoln Town Car Signature,16590.0,0.0
https://nashville.craigslist.org/ctd/d/nashville-2017-ford-cmax-hybrid-se/7310872281.html,nashville,16990,2017.0,ford,c-max hybrid se wagon 4d,good,hybrid,26566.0,other,fwd,wagon,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, w",tn,36.17,-86.78,2021-04-22T11:01:16-0500,8.0,2017 Ford C-Max Hybrid Se Wagon 4D,15990.0,-1000.0
https://thumb.craigslist.org/ctd/d/atlanta-2019-ford-f150-supercrew-cab/7303011251.html,the thumb,38590,2019.0,ford,f150 supercrew cab xlt,good,other,77492.0,other,,pickup,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, w",mi,33.779214,-84.411811,2021-04-07T06:11:04-0400,6.0,2019 Ford F150 Supercrew Cab Xlt,38590.0,0.0
https://cleveland.craigslist.org/ctd/d/cleveland-2012-acura-tl-4dr-sdn-auto/7314643641.html,cleveland,12222,2012.0,acura,tl,,gas,134220.0,automatic,,sedan,"2012 Acura TL 4dr Sdn Auto Nav     Offered by: GUARANTEED APPROVALS! - DOWNPAYMENT STARTING $795 — (216) 930-1174  — $12,222     FWD   GUARANTEED APPROVALS! - DOWNPAYMENT STARTING $795    Year: 2012 Make: Acura Model: TL Series: 4dr Sdn Auto Nav  VIN: 19UUA8F54CA021627  Stock #: 5361 Condition: Used",oh,41.47642,-81.72344,2021-04-29T21:50:54-0400,13.0,2012 Acura Tl,11944.0,-278.0
https://akroncanton.craigslist.org/cto/d/brady-lake-1990-civic-sedan-ex-miles/7302340442.html,akron / canton,3800,1990.0,honda,civic sedan,excellent,gas,67800.0,automatic,fwd,sedan,"1990 Honda Civic Sedan EX in maroon with red interior  A Blast from the Past!  Rare availability.  EX model equipment for 1990.  Has the 1.6 liter engine (with the desired and notable black valve cover).  Yester-year car: only one computer for fuel injection and no emission check required ever, ever",oh,41.154333,-81.30372,2021-04-05T18:33:45-0400,35.0,1990 Honda Civic Sedan,3800.0,0.0
https://baltimore.craigslist.org/ctd/d/baltimore-2013-lexus-gs-awd/7307841968.html,baltimore,18999,2013.0,lexus,gs,like new,gas,103727.0,automatic,4wd,sedan,2013 Lexus GS color meteor blue mica interior light gray leather interior 350 AWD 6 speed automatic 3.5 V6 engine A & R MOTORS   ABS Brakes  Air Conditioning  Alloy Wheels  AM/FM Radio  Automatic Headlights  Cargo Area Tiedowns  CD Player  Child Safety Door Locks  Cruise Control  Daytime Running Lig,md,39.2876,-76.5568,2021-04-16T14:23:32-0400,12.0,2013 Lexus Gs,19777.0,778.0
https://waterloo.craigslist.org/ctd/d/center-point-2015-chevrolet-silverado/7303309847.html,waterloo / cedar falls,39900,2015.0,chevrolet,silverado 1500,good,gas,30063.0,automatic,4wd,truck,"2015 Chevrolet Silverado 1500 4WD Crew Cab W/1LT WHEEL CHAIR ACCESIBLE - $39,900 Drive it home today. Call (Or Text) us now!! 319-343-0996 Corn Fed Automotive Center 209 Franklin St, Center Point, IA 52213  Copy & Paste the URL below to view more information! http://cornfedautomotive.com/2015-Chevro",ia,42.1898,-91.7758,2021-04-07T15:10:04-0500,10.0,2015 Chevrolet Silverado 1500,29995.0,-9905.0
https://atlanta.craigslist.org/wat/ctd/d/atlanta-2019-gmc-terrain-sle-sport/7315709567.html,atlanta,20590,2019.0,gmc,terrain sle sport utility 4d,good,gas,23500.0,other,fwd,other,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, w",ga,33.71,-84.53,2021-05-02T09:25:24-0400,6.0,2019 Gmc Terrain Sle Sport Utility 4D,25590.0,5000.0
https://tampa.craigslist.org/psc/ctd/d/dade-city-2012-vw-volkswagen-beetle-20t/7316901580.html,tampa bay area,15990,2012.0,volkswagen,beetle 2.0t turbo,good,other,35003.0,other,fwd,hatchback,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, w",fl,28.36,-82.19,2021-05-04T15:51:29-0400,13.0,2012 Volkswagen Beetle 2.0T Turbo,15990.0,0.0
https://columbus.craigslist.org/ctd/d/columbus-2006-acura-tl-4dr-sdn-at/7307288681.html,columbus,6995,2006.0,acura,tl,excellent,gas,125201.0,automatic,fwd,sedan,"2006 *** Acura TL 4dr Sdn AT Navigation System Sedan ***   Enormous Inventory!Call (or text) ☏ (614) 808-3130  Columbus Luxury Cars 4880 Sinclair RD, Columbus, OH 43229Copy & Paste the URL belowto view more information!http://columbusluxurycars.com/cars/14093715   			Year : 2006				Make : Acura				M",oh,40.064137,-82.998073,2021-04-15T13:45:27-0400,19.0,2006 Acura Tl,5995.0,-1000.0
https://orlando.craigslist.org/ctd/d/sarasota-2017-gmc-sierra-1500-denali/7312782508.html,orlando,34888,2017.0,gmc,sierra,,gas,105813.0,automatic,4wd,pickup,"2017 GMC SIERRA 1500 DENALI LEATHER NAVI 4x4 1FL OWNER TRUCK L@@K     Offered by: Gulf Coast Auto Brokers — (941) 269-3749  — $34,888     PLEASE CALL US WITH ANY QUESTIONS AT 941 926 8444   Gulf Coast Auto Brokers    Year: 2017 Make: GMC Model: SIERRA 1500 Series: DENALI LEATHER NAVI 4x4 1FL OWNER T",fl,27.26977,-82.48229,2021-04-26T10:34:06-0400,8.0,2017 Gmc Sierra,34998.0,110.0
https://columbus.craigslist.org/ctd/d/columbus-2019-chevy-chevrolet-trax-lt/7307259131.html,columbus,17990,2019.0,chevrolet,trax lt sport utility,good,other,19938.0,other,,hatchback,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, w",oh,39.98,-82.98,2021-04-15T13:00:55-0400,6.0,2019 Chevrolet Trax Lt Sport Utility,17990.0,0.0
https://eugene.craigslist.org/ctd/d/portland-2007-jeep-grand-cherokee-4wd/7315437515.html,eugene,5495,2007.0,jeep,cherokee awd,good,gas,180963.0,automatic,4wd,suv,CLEAR CHOICE AUTOMOTIVE 3815 SE NAEF RD MILWAUKIE OR 97267   CALL/TEXT 503-979-1979   **se habla espanol**LLAME/TEXTO 503-881-8306 *****   OFFICE# 503-523-5303   If seriously interested please call us directly for the best way to help you!!   If financing please fill out credit app on our website: w,or,45.4021,-122.6144,2021-05-01T11:58:46-0700,18.0,2007 Jeep Cherokee Awd,5495.0,0.0
https://myrtlebeach.craigslist.org/ctd/d/conway-2011-ford-fusion-se-4dr-sedan/7310773789.html,myrtle beach,8980,2011.0,ford,fusion,excellent,gas,99929.0,automatic,,,2011 FORD FUSION    ******* Brothers Auto Sales of Conway voted as Car Gurus TOP RATED Dealer 3 years in a row! ******* Here at Brothers Auto Sales we make the car buying easy and hassle-free. Our company works  ONLY wth clean title pre-owned vehicles. We provide a FREE Carfax history report. Each o,sc,33.77122,-79.020063,2021-04-22T08:54:27-0400,14.0,2011 Ford Fusion,6990.0,-1990.0
https://sfbay.craigslist.org/pen/cto/d/palo-alto-2018-chevrolet-camaro-ss-1le/7316086258.html,sf bay area,46000,2018.0,chevrolet,camaro ss 1le,excellent,gas,21975.0,manual,rwd,coupe,Chevy Camaro 2SS 1LE  Rare 2SS package with 1LE track package and navigation option  2SS includes -Heated and ventilated front seats with memory -Heated steering wheel -Wireless charger between the rear seats -Blind spot monitoring with Cross traffic alert -Upgraded interior with leather trim -Bose ,ca,37.432139,-122.127474,2021-05-02T23:14:22-0700,7.0,2018 Chevrolet Camaro Ss 1Le,46000.0,0.0
https://westernmass.craigslist.org/ctd/d/east-windsor-2007-ford-focus-4dr-sdn-se/7311700149.html,western massachusetts,2488,2007.0,ford,focus,,gas,137954.0,automatic,,sedan,"2007 Ford Focus 4dr Sdn SE     Offered by: CT Car Co LLC — (860) 852-4629 — $2,488       CT Car Co LLC    Year: 2007 Make: Ford Model: Focus Series: 4dr Sdn SE VIN: 1FAFP34N37W107618 Stock #: 107618 Condition: Used Mileage: 137,954 MPG: 27 city / 37 highway Exterior: White  Body: 4dr Car Transmissio",ma,41.915593,-72.61482,2021-04-23T22:07:47-0400,18.0,2007 Ford Focus,3500.0,1012.0
https://allentown.craigslist.org/ctd/d/easton-2018-audi-s5-prestige-sedan-4d/7306192133.html,lehigh valley,42590,2018.0,audi,s5 prestige sedan 4d,good,gas,31298.0,automatic,,sedan,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, w",pa,40.68,-75.22,2021-04-13T12:11:19-0400,7.0,2018 Audi S5 Prestige Sedan 4D,40990.0,-1600.0
https://clarksville.craigslist.org/ctd/d/chattanooga-2017-jeep-grand-cherokee/7313400961.html,clarksville,25590,2017.0,jeep,grand cherokee laredo sport,good,other,31315.0,other,4wd,suv,"Carvana is the safer way to buy a car During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, w",tn,35.06,-85.25,2021-04-27T12:11:09-0500,8.0,2017 Jeep Grand Cherokee Laredo Sport,25590.0,0.0
https://corpuschristi.craigslist.org/ctd/d/corpus-christi-2018-hyundai-santa-fe/7311393964.html,corpus christi,16981,2018.0,hyundai,santa fe sport,,gas,94912.0,automatic,4wd,suv,Most common questions about this vehicle:  Want to confirm availability and current vehicle location? Would you like to have the most updated Carfax sent to you? We can send specific photos of the vehicle to you. Would you like to request service history and maintenance performed? Do you want to sch,tx,27.65787,-97.479816,2021-04-23T11:18:09-0500,7.0,2018 Hyundai Santa Fe Sport,19995.0,3014.0
https://miami.craigslist.org/mdc/cto/d/miami-2004-buick-lesabre-limited-with/7316554509.html,south florida,4800,2004.0,buick,lesabre limited,excellent,gas,73000.0,automatic,,,"Automatic // Ice Cold Air! // 6 Cylinder Engine with 73,000 Miles!! // Power Windows // Power Locks // Stereo/CD // Leather Interior // 4 New Tires!! // One Owner // Garage Kept // Well Maintained!! // Looks and Runs Excellent!! // Great and Reliable Transportation!! // Clean title //  show contact ",fl,25.6694,-80.4085,2021-05-03T21:45:36-0400,21.0,2004 Buick Lesabre Limited,4800.0,0.0
https://sanantonio.craigslist.org/ctd/d/porter-2017-nissan-titan-single-cab/7310610004.html,san antonio,23995,2017.0,nissan,titan single cab,,gas,98103.0,automatic,,pickup,"This Nissan TITAN Single Cab can be yours today!If you have bad credit or no credit, we can help!  Call us today at (713) 497-1186!2017 Nissan TITAN Single Cab SV Pickup 2D 8 ftPrice: $23,995.00Year: 2017Make: NissanModel: TITAN Single CabOdometer: 98103 milesEngine: V8, 5.6 LiterTransmission: Autom",tx,30.1237,-95.2686,2021-04-21T18:02:48-0500,8.0,2017 Nissan Titan Single Cab,23995.0,0.0
https://wilmington.craigslist.org/ctd/d/summerfield-2015-gmc-sierra-2500-slt/7308570039.html,wilmington,40952,2015.0,gmc,sierra 2500 slt,,diesel,167337.0,automatic,,,2015 GMC SIERRA 2500 SLT CALL Brookbank Auto Exchange: (336) 644-7347   For more info go to: www.brookbankauto.com     SELLER'S REMARKS: CHECK OUT THIS SLEEK LOOKING CREW CAB SHORT BED 2015 GMC SIERRA 2500 SLT 4X4 WITH THE 6.6L DURAMAX ENGINE AND ALISON TRANSMISSION. IF YOUR WANTING A LOADED TRUCK T,nc,36.2245,-79.8901,2021-04-17T20:58:26-0400,10.0,2015 Gmc Sierra 2500 Slt,40952.0,0.0
